,Unnamed: 0,MAF_NAME,BLKID,FULLNAME,TLIDs
269,269,Fir Ln,080130137012005,Fir Ln,"[220751399, 188218073, 188218077, 188218075, 188218078, 188218073, 188218077, 188218075, 188218078]"
270,270,Boulder Canyon Dr,080130137022038,Boulder Canyon Dr,"[637929837, 639031586, 638125598]"
271,271,Retallack Creek Rd,080130137023015,Retallack Creek Rd,"[188198454, 188198453, 188198454, 188198453]"
272,272,Peak To Peak Hwy,080130137027022,Peak To Peak Hwy,"[638710101, 637923610]"
273,273,Peak To Peak Hwy,080130137022032,Peak To Peak Hwy,"[638710101, 188157590]"
274,274,Forsythe Trl,080130137023004,Forsythe Trl,"[188158209, 188158209]"
275,275,Forsythe Rd,080130137023004,Forsythe Rd,"[188158206, 220747586]"
276,276,Forsythe Rd,080130137023010,Forsythe Rd,"[188158206, 220747586]"
277,277,Linden Dr,080130137012004,Linden Dr,"[188218057, 220751397, 188218059]"
278,278,Linden Dr,080130137012005,Linden Dr,"[188175582, 188178365, 188158518, 188218033, 639028306, 220751364, 188217954, 220751389, 188217950, 188217949]"
279,279,Brook Cir,080130137011069,Brook Cir,"[624513646, 633732756, 624513643, 624513644, 188220876, 624513646, 633732756, 188158320, 188220875, 188220873, 188220874]"
280,280,Brook Rd,080130137011069,Brook Rd,"[188158317, 188158309, 220752333, 188158305, 188158308, 188158310, 220752330, 188158317]"
281,281,Indiana Gulch Rd,080130137014093,Indiana Gulch Rd,"[188178149, 188178144, 188219497, 220759107]"
282,282,Gold Run Rd,080130137014111,Gold Run Rd,"[188235294, 188219541, 188235291, 220760527, 188235288]"
283,283,Lion Pt,080130137011072,Lion Pt,"[188219631, 188235362, 188235361, 188219631, 188235362, 188235361]"
284,284,Carriage Hills Dr,080130137011074,Carriage Hills Dr,"[188193448, 220761007, 220760534]"
285,285,Carriage Hills Dr,080130137011072,Carriage Hills Dr,"[188193448, 220761007, 220760534, 220759133]"
286,286,Wagonwheel Gap Rd,080130137011074,Wagonwheel Gap Rd,"[220751935, 188175554, 188178450, 188158460]"
287,287,Wagonwheel Gap Rd,080130137011073,Wagonwheel Gap Rd,"[220751935, 220751936, 188178450]"
288,288,Lee Hill Dr,080130137011071,Lee Hill Dr,"[220752341, 220751947, 627445275, 188178501, 627445274, 630113941, 635596897, 627665175, 635596892, 642890481, 630113942, 635596896]"
289,289,12th St,080130137014021,12th St,"[611399637, 611399633]"
290,290,12th St,080130137014035,12th St,[611399637]
291,291,James Canyon Dr,080130137014001,James Canyon Dr,"[188203698, 188238110, 220760691]"
292,292,High Lake Dr,080130137014001,High Lake Dr,"[188178080, 220752696, 188157874, 220752688, 188178080, 220752696, 220752688]"
293,293,Navajo Trl,080130137026014,Navajo Trl,"[188157597, 188157596, 188177391]"
294,294,Navajo Trl,080130137026013,Navajo Trl,"[188157597, 188157596, 220748108, 188177391]"
295,295,Peak To Peak Hwy,080130137026014,Peak To Peak Hwy,"[640662279, 640662280, 220748117, 188157600]"
296,296,Peak To Peak Hwy,080130137026015,Peak To Peak Hwy,"[640662279, 640662280]"
297,297,Gross Dam Rd,080130137023016,Gross Dam Rd,"[220747899, 188198484]"
298,298,Gross Dam Rd,080130137023039,Gross Dam Rd,"[220747899, 188198430, 188198484]"
299,299,Lazy Z Rd,080130137023019,Lazy Z Rd,"[188175519, 188206378, 638710338, 188206383, 639811353, 188177616, 636169348, 188187796, 188187797, 188206384]"
300,300,Lazy Z Rd,080130137023021,Lazy Z Rd,"[638710338, 188206383, 639811353, 188177616, 636169348, 188187796, 188187797, 188206384, 634669522, 188175519, 634669523, 188185319, 188206378]"
301,301,Aspen Way,080130137023019,Aspen Way,"[188185410, 188185409, 188158163, 188185410, 188185409, 188158160]"
302,302,Aspen Way,080130137023024,Aspen Way,[188158163]
303,303,Magnolia Dr,080130137023019,Magnolia Dr,"[629302789, 220748141, 188207498, 188158138]"
304,304,Magnolia Dr,080130137022037,Magnolia Dr,"[629302789, 220748613, 188207504, 220748141, 220748143, 642890225, 220748142, 220748611, 646259648, 646259649, 645637128, 188175536, 629302788, 188158207, 647461606, 188185329, 188207498, 188158138, 188207470, 220748612, 188209256, 188207505, 188209255, 188158157, 188207510, 642890608]"
305,305,Lazy Z Rd,080130137023024,Lazy Z Rd,"[634669522, 634669523]"
306,306,Reed Ranch Rd,080130137011019,Reed Ranch Rd,"[188220900, 188220899, 633732287, 627446772, 633732314, 637353278, 628045996, 627446522, 188220900, 188220899, 633732287, 627446772, 633732314, 637353278, 628045996, 627446522]"
307,307,N Foothills Hwy,080130137011003,N Foothills Hwy,"[188238283, 647478165]"
308,308,N Foothills Hwy,080130132022035,N Foothills Hwy,"[188238283, 188222275, 220760695, 188238273, 642890959, 647478165, 220752723]"
309,309,Shining Star Tl,080130137014109,Shining Star Tl,"[188178192, 188178194, 188178192, 188178194]"
310,310,Poorman Rd,080130137013038,Poorman Rd,"[627563077, 627585660, 627585673, 627585659, 627798004, 631034214, 627798005, 627563057, 631034213, 627586032, 627798006]"
311,311,Commander Spr,080130137013038,Commander Spr,"[627585683, 627585682]"
312,312,Commander Spr,080130137013040,Commander Spr,"[627585683, 627585457, 627585682, 627585457]"
313,313,Poorman Rd,080130137013043,Poorman Rd,"[627585660, 628066570, 628066569, 627585659, 627798004, 627798005, 627586075, 627586074, 220751345, 627563057, 627798006]"
314,314,Mesa St,080130137014035,Mesa St,"[188204912, 188188405, 188238085, 220752711, 188204912, 188238167, 611399634, 188238085]"
315,315,Mesa St,080130137014120,Mesa St,"[220752711, 188238167, 611399634]"
316,316,Gillespie Spr,080130137014035,Gillespie Spr,"[612437345, 639808328, 612437370, 612437345]"
317,317,Gillespie Spr,080130137014037,Gillespie Spr,[612437370]
318,318,Spruce St,080130137014035,Spruce St,"[188204916, 188204916, 611468040]"
319,319,Coal Creek Canyon Dr,080130137023036,Coal Creek Canyon Dr,[639808021]
320,320,Terrace Ave,080130137011034,Terrace Ave,[627444720]
321,321,Terrace Ave,080130137011043,Terrace Ave,[627444720]
322,322,Terrace Ave,080130137011093,Terrace Ave,"[627444721, 627444354]"
323,323,Terrace Ave,080130137011092,Terrace Ave,[627444721]
324,324,Laramine Blvd,080130137011042,Laramine Blvd,[628045862]
325,325,Laramine Blvd,080130137011043,Laramine Blvd,"[628045862, 628045861]"
326,326,la Belle Rd,080130137021030,la Belle Rd,"[627561380, 627561365, 627561402]"
327,327,la Belle Rd,080130137021032,la Belle Rd,"[627561380, 627561365, 627561402]"
328,328,Timber Ln,080130137012007,Timber Ln,"[628058014, 628057747, 188217957, 188217945, 627561615, 627561614, 188217946, 628057652, 627665207, 627561792, 188217959, 628057835, 628057454, 628058015, 628057653, 627665208, 628057836, 628057455]"
329,329,Timber Ln,080130137012006,Timber Ln,"[628058014, 628057747, 627665207, 628058015, 627665208]"
330,330,Timber Ln,080130137012005,Timber Ln,"[188217957, 627561615, 627561614, 628057652, 627561792, 188217959, 628057835, 628057454, 628057653, 628057836, 628057455]"
331,331,Sunshine Canyon Dr,080130137013011,Sunshine Canyon Dr,"[627584803, 647475431, 637347648, 635596127, 188198250, 627584701, 188198269, 627585165, 220759370, 634741310, 630123021, 635596299, 220751916, 627584722, 628059933, 220751917, 628064026, 647478738, 637347647, 188198270, 628065429, 635596293, 188198246, 627585166]"
332,332,Sunshine Canyon Dr,080130137013013,Sunshine Canyon Dr,"[627584803, 637347648, 635596127, 188198250, 627584701, 188198269, 635596301, 627585165, 634741310, 630123021, 635596299, 627584722, 220751917, 628064026, 647478738, 637347647, 188198270, 628065429, 627585166]"
333,333,Sunshine Canyon Dr,080130137013015,Sunshine Canyon Dr,"[647475431, 188178237, 635596293]"
334,334,4th St,080130137011035,4th St,"[628045882, 627444824, 628045892]"
335,335,4th St,080130137011043,4th St,[628045892]
336,336,S Peak Rd,080130137021034,S Peak Rd,"[188215015, 188215016, 188215011, 188177755, 188177759, 188215013]"
337,337,S Peak Rd,080130137021033,S Peak Rd,"[188215015, 188215016, 188215011, 188177755, 188177759, 188215013]"
338,338,Cam Bosque,080130137013028,Cam Bosque,"[627561010, 627561010]"
339,339,Arroyo Chico Rd,080130137013028,Arroyo Chico Rd,"[629302876, 627585245, 635596126, 629302876, 627585245, 635596126]"
340,340,Sunshine Canyon Dr,080130137013028,Sunshine Canyon Dr,"[634653411, 188178237, 627585520, 627585839, 634653410, 647462035, 647467612, 647454858, 627585536, 647478642, 647455359, 639808088, 627585928, 628059932]"
341,341,Red Hill Rd,080130137011071,Red Hill Rd,"[188178391, 188178393, 188178392, 188178391, 188178393, 188178392]"
342,342,Canyonside Dr,080130137013034,Canyonside Dr,"[647475532, 630122416, 647461857, 627563248, 633732773]"
343,343,Canyonside Dr,080130137013033,Canyonside Dr,"[627563248, 627563324, 630122501, 633732773, 630122315, 627563334, 627563193, 628062415, 647475532, 630122415, 630122501, 630122416, 630122315, 188215133, 188215135, 627563193, 627563292, 628062449, 633731940, 188215131]"
344,344,Bridger Trl W,080130137014012,Bridger Trl W,"[220752695, 220752695]"
345,345,Rock Lake Rd,080130137014015,Rock Lake Rd,"[220752681, 220759590]"
346,346,Sherwood Rd,080130137022034,Sherwood Rd,[631034083]
347,347,Coyote Ct,080130137021037,Coyote Ct,"[188177793, 188177793]"
348,348,Kelly Rd W,080130137022000,Kelly Rd W,"[188215085, 188175607, 188177707, 188177705, 188215086, 188158926]"
349,349,Kelly Rd W,080130137022013,Kelly Rd W,"[188215085, 188175607, 188177707, 188177705, 188187158, 188215086, 188158926]"
350,350,Gordon Creek Rd,080130137021037,Gordon Creek Rd,"[641312780, 220749544, 641312779, 641312778, 641312780, 220749544, 641312779, 641312778]"
351,351,Alpine Gulch Rd,080130137021002,Alpine Gulch Rd,"[631034136, 639808275, 631034135, 631034136, 639808275, 631034135]"
352,352,Broken Fence Rd,080130137021020,Broken Fence Rd,"[188197974, 188187586, 188199922, 188199923, 188197974, 188199923]"
353,353,Sugar Ct,080130137021017,Sugar Ct,"[188215087, 188215088, 188215087, 188215088]"
354,354,Weaver Dr,080130137021017,Weaver Dr,[631034185]
355,355,Weaver Dr,080130137021019,Weaver Dr,"[631034185, 631034184]"
356,356,Canyon View Rd,080130137022002,Canyon View Rd,"[631034181, 631034182]"
357,357,Canyon View Rd,080130137022000,Canyon View Rd,[631034181]
358,358,Pipeline Rd,080130137022044,Pipeline Rd,"[188199685, 635354126, 188187579, 188199685]"
359,359,Pipeline Rd,080130137022043,Pipeline Rd,"[635354126, 188187579, 635354127]"
360,360,Poorman Rd,080130137013040,Poorman Rd,"[628066570, 628066569, 220751345]"
361,361,Rembrandt Dr,080130137011019,Rembrandt Dr,"[188237365, 188237358, 627444509]"
362,362,Peakview Rd,080130137011019,Peakview Rd,"[188158265, 627445575, 220752500, 627445574, 188158265, 627445575, 627445574]"
363,363,High View Ln,080130137011069,High View Ln,"[188158313, 188158313]"
364,364,Cliffhanger Dr,080130137011069,Cliffhanger Dr,"[188158312, 188158312]"
365,365,Left Fork Rd,080130137021007,Left Fork Rd,"[188177877, 188177888, 188177877, 188177888]"
366,366,Jed Smith Rd,080130137014012,Jed Smith Rd,"[220752684, 188178025]"
367,367,Jed Smith Rd,080130137014123,Jed Smith Rd,"[220752684, 188178025]"
368,368,Peak To Peak Hwy,080130137014064,Peak To Peak Hwy,"[220759485, 642890231, 637916346, 637926318, 642890877, 637926342]"
369,369,Peak To Peak Hwy,080130137014062,Peak To Peak Hwy,"[220759485, 220752482, 220752484, 188237247, 188175422]"
370,370,Co Rd 102N,080130137014064,Co Rd 102N,"[188157316, 188157316]"
371,371,Wolf Tongue Ct,080130137027026,Wolf Tongue Ct,[188157577]
372,372,W Coach Rd,080130137013004,W Coach Rd,"[629302891, 629302891]"
373,373,East St,080130137013009,East St,"[188200003, 188188319, 188188312, 188200003, 188188313, 188188319]"
374,374,East St,080130137013005,East St,"[188188312, 188188313]"
375,375,Misty Vale,080130137013013,Misty Vale,"[642890783, 188178269, 188175545, 631034275, 188178290, 188178292, 631034274, 647475493, 188178280, 188178288, 188178294]"
376,376,Misty Vale,080130137013015,Misty Vale,"[642890783, 188178269, 188175545, 188178290, 188178292, 631034274, 647475493, 188178280, 188178288, 188178294]"
377,377,17th St,080130137014038,17th St,"[220747591, 188197945]"
378,378,17th St,080130137014035,17th St,"[220747591, 188197945]"
379,379,Sunny Dr,080130137024019,Sunny Dr,"[188160512, 188160512]"
380,380,Copperdale Ln,080130137024019,Copperdale Ln,"[188199673, 188160533, 188160531, 188175665, 188199673, 220747683, 638710107]"
381,381,Copperdale Ln,080130137024023,Copperdale Ln,"[188175665, 220747683]"
382,382,Divide View Dr,080130137024019,Divide View Dr,"[188188092, 188188100, 188188099]"
383,383,Divide View Dr,080130137024045,Divide View Dr,"[188188092, 188188100, 188188094, 188188099]"
384,384,Old Townsite Rd,080130137022001,Old Townsite Rd,"[188215007, 188215021, 188215031, 188215027, 188215023, 220747552, 188215029]"
385,385,Old Townsite Rd,080130137022010,Old Townsite Rd,"[188215007, 220750439, 188215025, 188215021, 188215027, 188215023, 220747552, 188215033, 188215029, 188215025]"
386,386,Millionaire Dr W,080130137022001,Millionaire Dr W,"[188232354, 188232353, 188187834]"
387,387,Millionaire Dr W,080130137022043,Millionaire Dr W,"[188232354, 188232353, 188187834, 188177719, 188175530]"
388,388,Co Rd 124,080130137022001,Co Rd 124,[220750438]
389,389,Co Rd 124,080130137022010,Co Rd 124,[220750438]
390,390,Peak To Peak Hwy,080130137014067,Peak To Peak Hwy,"[637926306, 637926318, 637926306]"
391,391,Indian Peaks Dr,080130137026000,Indian Peaks Dr,"[624862376, 624862349, 624862472, 624862471]"
392,392,Indian Peaks Dr,080130137026011,Indian Peaks Dr,[624862376]
393,393,Alpine Dr,080130137025001,Alpine Dr,"[188157759, 188207418, 188157763, 188157796, 188207417]"
394,394,Alpine Dr,080130137025003,Alpine Dr,"[188157759, 188207418, 188207417, 188157802]"
395,395,Barker Rd,080130137025023,Barker Rd,"[188227930, 188157793, 188227930]"
396,396,Barker Rd,080130137025001,Barker Rd,[188157793]
397,397,Peakview Rd,080130137025030,Peakview Rd,"[639030104, 637915074]"
398,398,Peakview Rd,080130137025031,Peakview Rd,"[639030104, 639033915]"
399,399,Lakeview Dr,080130137025023,Lakeview Dr,"[637980726, 637980727, 637980726, 637980727]"
400,400,Lakeview Ct,080130137025023,Lakeview Ct,[188157718]
401,401,Lakeview Ct,080130137025010,Lakeview Ct,[188157718]
402,402,Co Rd 99,080130137022046,Co Rd 99,"[188185553, 617236354, 617236353, 188185553, 617236354, 617236353]"
403,403,Alpine Dr,080130137025029,Alpine Dr,"[220754488, 220754488]"
404,404,Newmarket St,080130137014096,Newmarket St,"[188198394, 188198395]"
405,405,Newmarket St,080130137014077,Newmarket St,"[188198394, 188198395]"
406,406,Switzerland Trl,080130137014096,Switzerland Trl,"[641312390, 641312387, 188157363, 641312388, 641312390, 641312387, 641312388]"
407,407,Silver Point Dr,080130137027000,Silver Point Dr,"[220755262, 641433495, 641337685, 220755227, 188230086, 188229431, 220755262, 641433495, 188228885, 641337685]"
408,408,Silver Point Dr,080130137027003,Silver Point Dr,"[220755227, 188230086, 188229431, 188228885]"
409,409,Caribou Dr,080130137027000,Caribou Dr,"[641337700, 641337694, 641337691, 641337701, 641337688, 641337697, 641337700, 641337694, 641337691, 641337701, 641337688, 641337697]"
410,410,Rollins Pass Rd,080130137027007,Rollins Pass Rd,"[188206199, 617209529, 188206198, 617209530]"
411,411,Haul Rd,080130137027005,Haul Rd,"[642890044, 641337704, 188198078, 642890044, 641337704, 188198078]"
412,412,Peak To Peak Hwy,080130137022046,Peak To Peak Hwy,"[188157746, 637914730, 640294240, 640294239]"
413,413,5th St,080130137011032,5th St,"[627443915, 628045816, 628045823, 188239138, 220756895, 188239128, 627444108]"
414,414,5th St,080130137011038,5th St,[188239138]
415,415,Terrace Ave,080130137011032,Terrace Ave,[188244948]
416,416,Dakota Blvd,080130137011032,Dakota Blvd,"[628045881, 628045880, 628045868]"
417,417,Dakota Blvd,080130137011045,Dakota Blvd,[628045881]
418,418,Laramie Blvd,080130137011032,Laramie Blvd,"[188239346, 643459310, 643459309]"
419,419,Laramie Blvd,080130137011060,Laramie Blvd,"[643459310, 188195504]"
420,420,N Foothills Hwy,080130127012113,N Foothills Hwy,"[220759385, 629302390]"
421,421,Mount Sanitas Dr,080130137012016,Mount Sanitas Dr,"[188215249, 220750483]"
422,422,Mount Sanitas Dr,080130121011007,Mount Sanitas Dr,"[188215249, 188159084, 188215255, 188215256]"
423,423,Sunshine Canyon Dr,080130137013033,Sunshine Canyon Dr,"[645995671, 630117704, 628060267, 628056881, 628056882, 628057011, 627665197, 648390572, 627665168, 642890240, 628058361, 647455444, 628057012, 627665167, 645995670, 630117703, 628058362, 648390573]"
424,424,Twin Sisters Rd,080130137023004,Twin Sisters Rd,"[220748147, 188200492, 188207537, 188207543, 188207544, 188198462, 220748147, 188200492, 188207537, 188207543, 188207544, 188198462]"
425,425,Eagles Dr,080130137013033,Eagles Dr,"[627562995, 627562996, 627562995, 627562996]"
426,426,Anemone Ln,080130137013033,Anemone Ln,"[630121709, 627562599, 630122966, 627562503, 627562502, 630121094, 630121817, 627562737, 630121818, 630121709, 627562599, 630122966, 627562503, 627562502, 630121094, 630121817, 627562737, 630121818]"
427,427,23rd St,080130122023019,23rd St,"[188193333, 220750806]"
428,428,23rd St,080130122023018,23rd St,"[220750806, 188193334]"
429,429,Grove St,080130122023015,Grove St,"[188193362, 220750816]"
430,430,Grove St,080130122023021,Grove St,"[188193362, 220750816]"
431,431,Hawthorne Pl,080130121021000,Hawthorne Pl,"[642429691, 220751671, 642429691, 220751671]"
432,432,Arapahoe Ave,080130122023021,Arapahoe Ave,"[638557272, 638557271]"
433,433,Arapahoe Ave,080130123002000,Arapahoe Ave,"[638557272, 638562656, 220750724, 638557452, 638562655, 638557453, 638557271]"
434,434,Iris Walk Ct,080130121021002,Iris Walk Ct,"[188193517, 188193510]"
435,435,Iris Walk Ct,080130121021000,Iris Walk Ct,"[188193517, 188193510, 188193524, 220758961]"
436,436,47th St,080130127013054,47th St,"[188234430, 220760481]"
437,437,47th St,080130127013014,47th St,"[188234430, 220760481]"
438,438,Upland Ave,080130121032005,Upland Ave,"[647472000, 188193594, 647472023, 647472000, 188193594, 647472023]"
439,439,Dartmouth Ave,080130125072020,Dartmouth Ave,[188162895]
440,440,Dartmouth Ave,080130125073004,Dartmouth Ave,"[188162895, 188162893, 188162888, 188162886]"
441,441,S 39th St,080130125073006,S 39th St,"[188162951, 188162950]"
442,442,S 39th St,080130125073005,S 39th St,[188162951]
443,443,Chippewa Dr,080130125112011,Chippewa Dr,[188163384]
444,444,Table Mesa Dr,080130125071026,Table Mesa Dr,"[188209659, 220748731, 188209679, 639813528, 188209677]"
445,445,Table Mesa Dr,080130125081002,Table Mesa Dr,"[188209659, 220748731]"
446,446,Martin Dr,080130125071026,Martin Dr,"[188162974, 188162976, 188162970, 188173249]"
447,447,Martin Dr,080130125073010,Martin Dr,[188162974]
